Store Name (EN),Store Name (AR),Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
,اوتوتيك,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/awtwtyk-01895396-65a0-32eb-bf3e-6cc00fd98980,"paymentLink, split-in-4",no website,
,اول الصيف,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/awl-alsyf-0189533e-895f-42fc-8039-6df8668aa491,"paymentLink, split-in-4",no website,
,بتروفكس,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/btrwfks-018954af-3dc9-d8f9-495f-3df1e74e13dc,"paymentLink, split-in-4",no website,
,برج صبيا للاتصالات,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/brj-sbya-llatsalat-018d4038-4dc5-7435-fe91-1ac0c78fc757,"paymentLink, split-in-4",no website,
,بشائر حكمي لتقنية المعلومات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bshaer-hkmy-ltqnyh-almalwmat-018e5083-6986-b3ad-98c5-5a725dbe5851,"paymentLink, split-in-4",no website,
,بصمه سيمو,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bsmh-symw-0189525b-c27a-6e21-9e3c-da48da9bbf06,"paymentLink, split-in-4",no website,
,بقالة اضواء العارضة للمواد الغذائية,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bqalh-adhwaa-alaardhh-llmwad-alghthaeyh-018ef0c7-7f91-efee-48ce-b6df8edbc62f,"paymentLink, split-in-4",no website,
,بلاك بيرد للعناية بالسيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/blak-byrd-llanayh-balsyarat-01895290-8982-5642-52d5-70f642502d7a,"paymentLink, split-in-4",no website,
,بن طاير للذهب والمجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bn-tayr-llthhb-walmjwhrat-018e5bd5-978b-6c62-2e42-c799c15ad78a,"paymentLink, split-in-4",no website,
,بنشر الجو لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-aljw-lkhdmat-alsyarat-018f957f-2f20-6d6c-23cd-dc1166e239ed,"paymentLink, split-in-4",no website,
,بنشر الحزام الساطع,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-alhzam-alsata-018e5bc2-ca8c-6400-4a19-734a78cb1eda,"paymentLink, split-in-4",no website,
,بنشر الفارس والصحراء لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-alfars-walshraa-lkhdmat-alsyarat-018deb1b-f88d-5c01-3d05-1478a69e8518,"paymentLink, split-in-4",no website,
,بنشر المحترف كار لصيانة السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-almhtrf-kar-lsyanh-alsyarat-018e5be6-1211-653e-9f13-3ed4388b4836,"paymentLink, split-in-4",no website,
,بنشر امباركة ابراهيم الزهراني,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-ambarkh-abrahym-alzhrany-018f5d0e-744e-779d-ce6d-f526540922dd,"paymentLink, split-in-4",no website,
,بنشر بوابة الامتياز لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-bwabh-alamtyaz-lkhdmat-alsyarat-018e188c-36a5-c13d-987f-9707307d531e,"paymentLink, split-in-4",no website,
,بنشر بوابة الريان,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-bwabh-alryan-018f9fb2-16f8-0c5c-7050-771886b2e703,"paymentLink, split-in-4",no website,
,بنشر تعاون الجديد لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-taawn-aljdyd-lkhdmat-alsyarat-018f8065-a9d2-f175-381f-d9e0975c5faf,"paymentLink, split-in-4",no website,
,بنشر ركن الصخره لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-rkn-alskhrh-lkhdmat-alsyarat-018fc409-b5cc-d7c8-54f8-e2106bc71543,"paymentLink, split-in-4",no website,
,بنشر رواد التميز لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-rwad-altmyz-lkhdmat-alsyarat-018fb516-738c-6fe0-55fe-735bbaea2c47,"paymentLink, split-in-4",no website,
,بنشر شعاع نجم لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-shaaa-njm-lkhdmat-alsyarat-01907c7e-36db-7986-2a24-2b68f1af6ecf,"paymentLink, split-in-4",no website,
,بنشر مستقبل الامل لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-mstqbl-alaml-lkhdmat-alsyarat-018e36c2-1474-62db-2cac-84855e5261df,"paymentLink, split-in-4",no website,
,بنشر معالي محمد مسند الشراري,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-maaly-mhmd-msnd-alshrary-018e374b-09e1-978f-f16a-7bc3f0482fca,"paymentLink, split-in-4",no website,
,بنشر هدى موسى محمد عكام لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bnshr-hda-mwsa-mhmd-akam-lkhdmat-alsyarat-018e50de-0f62-34f0-2e6a-0cc942cf9713,"paymentLink, split-in-4",no website,
,بوتيك الجادل,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bwtyk-aljadl-018ddf88-38f0-4b04-83e4-c4aae144494e,"paymentLink, split-in-4",no website,
,بيت دان,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/byt-dan-018de9ff-d6fe-a681-17a7-9cfee374585b,"paymentLink, split-in-4",no website,
,بيتنا للأثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bytna-llathath-018f8105-185d-509a-4157-0e7c888e654d,"paymentLink, split-in-4",no website,
,بيع أثاث المنزلى,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/bya-athath-almnzla-018fb8d6-3406-1ccd-13ad-a64ebf830dba,"paymentLink, split-in-4",no website,
,تاج العرب للذهب و المجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/taj-alarb-llthhb-w-almjwhrat-018fbe20-1fad-c427-3351-500edce2265c,"paymentLink, split-in-4",no website,
,تاج النخبه للمفارش,General Retail,Low,10,,,,,,,,,Others,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/taj-alnkhbh-llmfarsh-018de582-6f73-d698-1c12-acdd7e49fc47,"paymentLink, split-in-4",no website,
,تاج النساء,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/taj-alnsaa-018e275d-ce1f-a8c5-bd0d-c2a8317c4fe7,"paymentLink, split-in-4",no website,
,ترف فون,General Retail,Low,10,,,,,,,,,Others,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/trf-fwn-018e5c13-6f21-f603-567e-48746fe88d31,"paymentLink, split-in-4",no website,
,ترند للشنط,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/trnd-llshnt-018d87ca-ee27-899a-030e-0a380f6313b4,"paymentLink, split-in-4",no website,
,تساهيل الجاهزة,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/tsahyl-aljahzh-018ddaaf-691a-f741-b1f7-4f784235a3e5,"paymentLink, split-in-4",no website,
,تقنية خالد لتقنية المعلومات,General Retail,Low,10,,,,,,,,,Others,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/tqnyh-khald-ltqnyh-almalwmat-018fc363-3663-e556-e2c2-08d6229f554b,"paymentLink, split-in-4",no website,
,تكنو ماركت,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/tknw-markt-018f9579-a262-6241-2c81-5601d05fb418,"paymentLink, split-in-4",no website,
,تنسيقات البيت الذهبي والاثاث المنزلي للمداخل وطاولات الليزر,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/tnsyqat-albyt-althhby-walathath-almnzly-llmdakhl-wtawlat-allyzr-0190d919-0a27-0c3a-d5b5-a64c3cbc6ff0,"paymentLink, split-in-4",no website,
,توب تاون,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/twb-tawn-01895220-d980-873d-90e6-018c82b0a10b,"paymentLink, split-in-4",no website,
,توكيلات بن هادي لتجارة قطع غيار السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/twkylat-bn-hady-ltjarh-qta-ghyar-alsyarat-018f2982-05cf-a87f-908d-d58bafa69c15,"paymentLink, split-in-4",no website,
,ثوب سار للخياطة الرجالية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/thwb-sar-llkhyath-alrjalyh-018952fa-7579-174e-70bb-d00df93e1350,"paymentLink, split-in-4",no website,
,جديد التكييف,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jdyd-altkyyf-018954ba-49c6-3017-1f46-a05b896c6221,"paymentLink, split-in-4",no website,
,جونسون افلام العزل الحراري والحمايه,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jwnswn-aflam-alazl-alhrary-walhmayh-018dcae0-1b94-9c22-841b-0ccd5ac3c8c7,"paymentLink, split-in-4",no website,
,جوهرة الزين للذهب,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jwhrh-alzyn-llthhb-01895262-15ef-3a53-d8f7-cba34ddd336c,"paymentLink, split-in-4",no website,
,جوهرة الشيبة للذهب والمجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jwhrh-alshybh-llthhb-walmjwhrat-01895252-d456-cd27-e29f-87a7567c3d2c,"paymentLink, split-in-4",no website,
,جيسيكا,Sports & Fitness,Low,10,,,,,,,,,Fitness & Outdoor,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jysyka-0189539b-e429-b612-fbb8-2a4a4695867f,"paymentLink, split-in-4",no website,
,جيوشيلد الخبر,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jywshyld-alkhbr-01895360-6cce-585c-9d84-2065dd0dbf50,"paymentLink, split-in-4",no website,
,جيوشيلد فرع الأحساء,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/jywshyld-fra-alahsaa-01895394-7440-8b7e-ea65-ce167679e67d,"paymentLink, split-in-4",no website,
,"جيوشيلد"" امتياز تجاري",Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,"https://tabby.sa/en-SA/shop/stores/jywshyld""-amtyaz-tjary-018e5be6-3c1c-9527-cc33-b0e908e524dc","paymentLink, split-in-4",no website,
,حبكة عطر للتجارة,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hbkh-atr-lltjarh-018f2367-0e2c-f51b-006f-c58fda939398,"paymentLink, split-in-4",no website,
,حسن جميل للسيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hsn-jmyl-llsyarat-01895244-9903-8792-6173-c7f210e755b8,"paymentLink, split-in-4",no website,
,حسين حمد سوادي,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hsyn-hmd-swady-0189de26-362b-4648-3f76-091be872d319,"paymentLink, split-in-4",no website,
,حور تبوك للبصريات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/hwr-tbwk-llbsryat-01895383-fa1c-e8bf-65a0-a840f9d27672,"paymentLink, split-in-4",no website,
,خالد حلبي للذهب,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khald-hlby-llthhb-018e5ba3-d119-8f28-dff9-7bea54266600,"paymentLink, split-in-4",no website,
,خذ وقتك,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khth-wqtk-018952f4-a220-3afd-1e1c-c1ef13ad688c,"paymentLink, split-in-4",no website,
,خمسة الجي,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khmsh-aljy-018f715a-6a9d-ae43-6d8a-6c38040d5e85,"paymentLink, split-in-4",no website,
,خياط عناد المستشار للخياطة الرجالية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khyat-anad-almstshar-llkhyath-alrjalyh-01906d03-4af7-57c4-0b04-4e2e2e1349fc,"paymentLink, split-in-4",no website,
,خيوط المسك للسجاد,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/khywt-almsk-llsjad-01908c23-6442-ae68-32e9-5a0b27ac0706,"paymentLink, split-in-4",no website,
,دايموند كار كير,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/daymwnd-kar-kyr-0189534c-ae1d-a2fb-aa1f-dc7ab9ba588f,"paymentLink, split-in-4",no website,
,دبليو للخياطة الرجالية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dblyw-llkhyath-alrjalyh-01895398-3343-4b42-1958-7d30228b0501,"paymentLink, split-in-4",no website,
,درة الاماكن للإتصالات,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/drh-alamakn-llitsalat-018eb8a1-ec1b-c618-dd13-9ded84a945bb,"paymentLink, split-in-4",no website,
,درة العربية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/drh-alarbyh-018e0d8e-412d-69be-074d-5aedf1980a9d,"paymentLink, split-in-4",no website,
,درة المنزل الشرقي,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/drh-almnzl-alshrqy-018953f1-aef1-949d-5344-98baca2cb835,"paymentLink, split-in-4",no website,
,درومس بارفيوم,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/drwms-barfywm-01896867-5d0b-d557-6b2b-325d7afac7c4,"paymentLink, split-in-4",no website,
,دلووني عليك,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dlwwny-alyk-01904965-2304-e0a1-4ed3-e11b0f5d943a,"paymentLink, split-in-4",no website,
,دنيا النواعم للاثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dnya-alnwaam-llathath-018952d1-8ba7-9e7d-1de4-ef3a8e733ddf,"paymentLink, split-in-4",no website,
,ديفاني لتصميم الديكورات الداخلية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/dyfany-ltsmym-aldykwrat-aldakhlyh-018fb3d3-7368-1731-c549-3ccfab428223,"paymentLink, split-in-4",no website,
,ذبائح تبوك,Grocery & Supermarket,Low,10,,,,,,,,,Supermarket,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/thbaeh-tbwk-018fb538-b31f-e9ad-8c1a-eeec566be51a,"paymentLink, split-in-4",no website,
,ذهب,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/thhb-01895398-289b-50c1-4418-ab1f3ecfad40,"paymentLink, split-in-4",no website,
,ذهب روز,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/thhb-rwz-018e6fb8-efe5-00ff-c5df-5c3e8097d84e,"paymentLink, split-in-4",no website,
,راما الخليجية للاجهزة والتكييف,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rama-alkhlyjyh-llajhzh-waltkyyf-0190e350-81c5-5fda-df53-a247c2ec79db,"paymentLink, split-in-4",no website,
,ركن البرج للاتصالات,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-albrj-llatsalat-018ffc79-3928-6e13-70a4-7857b40337f3,"paymentLink, split-in-4",no website,
,ركن التميز,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-altmyz-018e6fb8-467d-6a65-5026-2671854a6efb,"paymentLink, split-in-4",no website,
,ركن الرابح,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-alrabh-018e8535-c5e9-f6c4-3ebf-c2a3ed39686b,"paymentLink, split-in-4",no website,
,ركن المحبوب للالكترونيات,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-almhbwb-llalktrwnyat-018e6030-5583-4894-225f-54f9711ec21f,"paymentLink, split-in-4",no website,
,ركن النجم,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-alnjm-01908cf9-3487-8b07-1837-db1690ffc935,"paymentLink, split-in-4",no website,
,ركن درة الخرج لبيع الجوالات وصيانتها,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-drh-alkhrj-lbya-aljwalat-wsyantha-018ee159-85d3-2432-879c-e2c657992fdf,"paymentLink, split-in-4",no website,
,ركن قطع كوم,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-qta-kwm-018954b7-21b9-1f8e-e3cf-e1665ff463ae,"paymentLink, split-in-4",no website,
,ركن نجران,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rkn-njran-019090fd-d263-a12b-b77b-51b3fb78cc6d,"paymentLink, split-in-4",no website,
,روائع المفروشات,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwaea-almfrwshat-018d7e48-d95b-8163-db4f-717b3925352a,"paymentLink, split-in-4",no website,
,روائع بيت العز للاثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwaea-byt-alaz-llathath-018d8248-0c7e-fdee-0d50-0e368e8f4524,"paymentLink, split-in-4",no website,
,رواد الشمال للديكور,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwad-alshmal-lldykwr-018edd01-8b23-e29e-6f07-45e994ac7069,"paymentLink, split-in-4",no website,
,روح للعناية,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwh-llanayh-018e93ad-c4fb-de8b-8a1b-e05d15459301,"paymentLink, split-in-4",no website,
,روز رود,Flowers & Gifts,Low,10,,,,,,,,,Flowers & Gifts,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwz-rwd-018ea328-ef4a-4666-4f16-c4e724ef714e,"paymentLink, split-in-4",no website,
,روعة الراية للذهب والمجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwah-alrayh-llthhb-walmjwhrat-018dcae7-9f7d-3b54-4153-70fb8c02ef03,"paymentLink, split-in-4",no website,
,روعة السجاد,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwah-alsjad-01895358-b58b-1ad3-485d-b713be59bda0,"paymentLink, split-in-4",no website,
,رويال للمفروشات,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/rwyal-llmfrwshat-018d3f7b-60ba-13c8-ae9c-2097456ae062,"paymentLink, split-in-4",no website,
,زاهي للعناية بالسيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/zahy-llanayh-balsyarat-018cf854-9e31-46fd-3089-17582e978f33,"paymentLink, split-in-4",no website,
,زهرة ريحانة للعطور,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/zhrh-ryhanh-llatwr-018e5bf5-9823-c093-0a85-8c70a1f313e3,"paymentLink, split-in-4",no website,
,سبأ القريات للاواني المنزلية والاجهزة الكهربائية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/sba-alqryat-llawany-almnzlyh-walajhzh-alkhrbaeyh-018d1c91-f73b-2900-0e19-c9435edacee0,"paymentLink, split-in-4",no website,
,سحاب السيل,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shab-alsyl-018fa4e6-7317-2481-c343-46d3abe58a59,"paymentLink, split-in-4",no website,
,سحر الشرق المميز,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shr-alshrq-almmyz-019072f8-0c60-8650-79ec-8dbb74c92ac4,"paymentLink, split-in-4",no website,
,سرايا الاجهزة للأجهزة المنزلية,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/sraya-alajhzh-llajhzh-almnzlyh-01895486-35a5-ec09-5933-b4daac7ecb55,"paymentLink, split-in-4",no website,
,سفن وييز,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/sfn-wyyz-01895427-0309-0b79-0367-547ff6cb71c4,"paymentLink, split-in-4",no website,
,سلامة عينيك للنظارات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/slamh-aynyk-llnzarat-018b3209-530f-3020-e5d8-e3de56b4e6ef,"paymentLink, split-in-4",no website,
,سليب هاوس -المنزل الشرقي,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/slyb-haws-almnzl-alshrqy-0189534e-8c18-1326-b1a4-3663f5e315c9,"paymentLink, split-in-4",no website,
,سما الجنوب للسجاد,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/sma-aljnwb-llsjad-01895334-659b-4a81-8c55-9e6d871baa7c,"paymentLink, split-in-4",no website,
,سما النجاح لقطع السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/sma-alnjah-lqta-alsyarat-018e9941-d287-73bc-59db-64c1899d86a5,"paymentLink, split-in-4",no website,
,سمارت كيدز للألعاب,Kids & Toys,Low,10,,,,,,,,,Kids & Toys,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/smart-kydz-llalaab-01895368-2dac-ed8d-9ec3-f977f49d3a53,"paymentLink, split-in-4",no website,
,سمو الفجر للأجهزة المنزلية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/smw-alfjr-llajhzh-almnzlyh-018e4c07-fb49-ecce-dcf9-bba00b85ebaf,"paymentLink, split-in-4",no website,
,سيراميك بلس,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/syramyk-bls-018952f2-d266-f4bf-76f6-32de5aa2e34d,"paymentLink, split-in-4",no website,
,شرركة عصر السرعة للإطارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrrkh-asr-alsrah-llitarat-01904908-6f66-fe2e-7e4d-24958691a386,"paymentLink, split-in-4",no website,
,شرق الاحتراف لقطع غيار السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrq-alahtraf-lqta-ghyar-alsyarat-018fed11-b29f-ec74-991b-894cebcd9eee,"paymentLink, split-in-4",no website,
,شركة أبناء عبدالرحمن عبدالحافظ بن شيهون للتجارة المحدودة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-abnaa-abdalrhmn-abdalhafz-bn-shyhwn-lltjarh-almhdwdh-018cd42a-ae90-627a-b4ee-0102c3dfdd21,"paymentLink, split-in-4",no website,
,شركة أبناء عبود أحمد باعاصم المحدودة,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-abnaa-abwd-ahmd-baaasm-almhdwdh-018d5512-0823-034b-8aca-6b4dda522a9d,"paymentLink, split-in-4",no website,
,شركة أحمد عيسى العيسى التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-ahmd-aysa-alaysa-altjaryh-018e1889-d1c5-496f-cfc6-df21739e2781,"paymentLink, split-in-4",no website,
,شركة أعمال العربة التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aamal-alarbh-altjaryh-018fe2c3-2f76-a2c2-02d6-8588d49643b0,"paymentLink, split-in-4",no website,
